id,name,image_url,url,created_at,modified_at,modified_by
24086,Ecovacs,https://media.nedigital.sg/fairprice/images/2bec78e6-e8a1-40c3-be3f-f259bc4495fc/OG-Campaign-66MidYearSale-4DS-Ecovac-LandingSubBanner-20240606CP1C.jpg,supplier-ecovacs-4ds,2024-06-05T17:03:08+08:00,2024-06-05T17:03:08+08:00,16416
24081,Singtel,https://media.nedigital.sg/fairprice/images/0bcb925e-1e8c-49aa-a5bd-f0fdf723797d/OG-Campaign-66MidYearSale-4DS-Singtel-LandingSubBanner-20240606CP1D.jpg,supplier-singtel-4ds,2024-06-05T16:04:33+08:00,2024-06-05T16:04:33+08:00,16416
24045,Meiji Greek Style Yoghurt,,meiji-greek-style-yoghurt,2024-06-03T13:19:04+08:00,2024-06-03T13:19:04+08:00,16416
23982,Suntory boss,,supplier-suntory-boss,2024-05-28T10:11:04+08:00,2024-05-28T10:11:16+08:00,16416
23956,Knorr soups and condiments,,supplier-knorr-soups-and-condiments,2024-05-27T15:27:27+08:00,2024-05-27T15:27:27+08:00,16416
23955,Knorr ready to eat,,supplier-knorr-ready-to-eat,2024-05-27T15:27:00+08:00,2024-05-27T15:27:00+08:00,16416
23777,Electronics,https://media.nedigital.sg/fairprice/images/5b662d32-0038-4b33-8535-cf4531493dd5/Electronics-Campaign-Banner.jpg,electronics-5,2024-05-13T12:15:53+08:00,2024-05-13T12:15:53+08:00,2501
25244,Cameras & Drones,,cameras-and-drones,2024-08-10T05:23:47+08:00,2024-08-10T05:23:47+08:00,2501
23897,Camera Accessories,,camera-accessories,2024-05-23T11:42:24+08:00,2024-05-23T11:42:24+08:00,2501
23896,Drones,,drones,2024-05-23T11:41:59+08:00,2024-05-23T11:41:59+08:00,2501
23895,Cameras,,cameras-1,2024-05-23T11:41:34+08:00,2024-05-23T11:41:34+08:00,2501
25169,Computer & Home Office,,computer-and-home-office,2024-08-08T15:58:03+08:00,2024-08-08T15:58:03+08:00,2501
25243,Memory & SD Card,,memory-and-sd-card-1,2024-08-10T05:22:49+08:00,2024-08-10T05:22:49+08:00,2501
25177,Printers & Ink,,printers-and-ink-1,2024-08-08T17:26:49+08:00,2024-08-08T17:26:49+08:00,2501
25176,Microphones,,microphones,2024-08-08T17:25:51+08:00,2024-08-08T17:25:51+08:00,2501
23915,Mouse Pads & Mats,,mouse-pads-and-mats,2024-05-23T17:01:31+08:00,2024-05-23T17:01:31+08:00,2501
23914,Mouse,,mouse,2024-05-23T17:01:14+08:00,2024-05-23T17:01:14+08:00,2501
23913,Keyboard,,keyboard,2024-05-23T17:00:38+08:00,2024-05-23T17:00:38+08:00,2501
23912,Webcams,,webcam,2024-05-23T17:00:03+08:00,2024-05-23T17:00:03+08:00,2501
23909,Extension & Adaptors,,extension-and-adaptors,2024-05-23T14:58:02+08:00,2024-05-23T14:58:02+08:00,2501
23908,"Computer Docks, Hubs & Accessories",,computer-docks-hubs-and-accessories,2024-05-23T14:56:03+08:00,2024-05-23T14:56:03+08:00,2501
23894,Gaming Chair,,gaming-chair,2024-05-23T11:40:53+08:00,2024-05-23T11:40:53+08:00,2501
23892,Wi-Fi & Networking,,wi-fi-and-networking,2024-05-23T11:30:01+08:00,2024-05-23T11:30:01+08:00,2501
23891,Monitors,,monitors-2,2024-05-23T11:28:44+08:00,2024-05-23T11:28:44+08:00,2501
23889,Laptops,,laptops,2024-05-23T11:27:29+08:00,2024-05-23T11:27:29+08:00,2501
25168,Television & Gaming Entertainment,,television-and-gaming-entertainment,2024-08-08T15:57:07+08:00,2024-08-08T15:57:07+08:00,2501
25175,Video Games,,video-games-3,2024-08-08T16:02:23+08:00,2024-08-08T16:02:23+08:00,2501
25174,Video Consoles,,video-consoles-1,2024-08-08T16:02:10+08:00,2024-08-08T16:02:10+08:00,2501
25173,Projectors,,projectors,2024-08-08T16:01:45+08:00,2024-08-08T16:01:45+08:00,2501
25172,Television,,television-4,2024-08-08T16:01:17+08:00,2024-08-08T16:01:17+08:00,2501
23886,Speakers & Sound Bars,,speakers-and-sound-bars,2024-05-23T11:24:23+08:00,2024-05-23T11:24:23+08:00,2501
25167,Cooking Appliances,,cooking-appliances,2024-08-08T15:56:41+08:00,2024-08-08T15:56:41+08:00,2501
25242,Ovens & Microwaves,,ovens-and-microwaves,2024-08-10T05:18:53+08:00,2024-08-10T05:18:53+08:00,2501
25241,Multi Cookers,,multi-cookers-2,2024-08-10T05:18:46+08:00,2024-08-10T05:18:46+08:00,2501
25240,Hand & Stand Mixers,,hand-and-stand-mixers,2024-08-10T05:18:38+08:00,2024-08-10T05:18:38+08:00,2501
23882,Rice Cookers,,rice-cookers-1,2024-05-23T11:19:44+08:00,2024-05-23T11:19:44+08:00,2501
23880,Food Steamers,,food-steamers,2024-05-23T11:07:12+08:00,2024-05-23T11:07:12+08:00,2501
23879,Kettles & Air Pots,,kettles-and-air-pots,2024-05-23T11:06:44+08:00,2024-06-05T10:57:35+08:00,2501
23878,Toasters,,toasters-1,2024-05-23T11:06:27+08:00,2024-05-23T11:06:27+08:00,2501
23876,Stove & Induction Hobs,,stove-and-induction-hobs,2024-05-23T11:05:34+08:00,2024-05-23T11:05:34+08:00,2501
23875,Blender & Juicers,,blender-and-juicers,2024-05-23T11:04:40+08:00,2024-05-23T11:04:40+08:00,2501
23821,Air Fryers,,air-fryers-1,2024-05-16T16:22:04+08:00,2024-05-16T16:22:04+08:00,2501
25163,Kitchen Appliances,,kitchen-appliances-1,2024-08-08T14:55:22+08:00,2024-08-08T14:55:22+08:00,2501
25239,Refrigerators & Freezers,,refrigerators-and-freezers,2024-08-10T05:13:28+08:00,2024-08-10T05:13:28+08:00,2501
25238,Washing Machines & Dishwashers,,washing-machines-and-dishwashers-1,2024-08-10T05:13:19+08:00,2024-08-10T05:13:19+08:00,2501
25164,Water Dispensers & Purifiers,,water-dispensers-and-purifiers,2024-08-08T14:57:25+08:00,2024-08-08T14:57:25+08:00,2501
23824,Coffee Machines,,coffee-machines-1,2024-05-16T16:23:46+08:00,2024-05-16T16:23:46+08:00,2501
23819,Wine Chillers,,wine-chillers,2024-05-16T16:18:07+08:00,2024-05-16T16:18:07+08:00,2501
25160,Smart Wearables & Audio Technology,,smart-wearables-and-audio-technology,2024-08-08T14:49:32+08:00,2024-08-08T14:49:32+08:00,2501
25162,Portable Fans,,portable-fans,2024-08-08T14:53:59+08:00,2024-08-08T14:53:59+08:00,2501
25161,Smart Ring,,smart-ring-1,2024-08-08T14:52:59+08:00,2024-08-08T14:52:59+08:00,2501
23898,Smart Watches,,smart-watches,2024-05-23T11:43:21+08:00,2024-05-23T11:43:21+08:00,2501
23888,Earbuds,,earbuds,2024-05-23T11:26:21+08:00,2024-05-23T11:26:21+08:00,2501
23887,Headphones & Headsets,,headphones-and-headsets,2024-05-23T11:25:05+08:00,2024-05-23T11:25:05+08:00,2501
23787,"Mobile Phones, Tablets & Accessories",https://media.nedigital.sg/fairprice/images/93f84450-5373-47c2-99ab-01d45d0c4b35/Mobile%20phones%2C%20Tablets%20&%20Accessories.png,mobile-phones-tablets-and-accessories,2024-05-14T09:47:29+08:00,2024-05-14T09:47:29+08:00,2501
25171,Tablets,,tablets,2024-08-08T15:59:05+08:00,2024-08-08T15:59:05+08:00,2501
25170,Mobile Phones,,mobile-phones-5,2024-08-08T15:58:55+08:00,2024-08-08T15:58:55+08:00,2501
23905,E-Books & Digital Dictionaries,,e-books-and-digital-dictionaries,2024-05-23T12:14:16+08:00,2024-05-23T12:14:16+08:00,2501
23904,Powerbank & Chargers,,powerbank-and-chargers,2024-05-23T12:13:37+08:00,2024-05-23T12:13:37+08:00,2501
23902,Phone Cases & Accessories,,phone-cases-and-accessories,2024-05-23T12:13:06+08:00,2024-05-23T12:13:06+08:00,2501
23901,Cables,,cables-1,2024-05-23T11:45:13+08:00,2024-05-23T11:45:13+08:00,2501
23779,Home Appliances,https://media.nedigital.sg/fairprice/images/70fce6e4-97b0-4715-b073-0764cae66d33/Home%20Appliances%20%28Ecovacs%29.png,home-appliances-3,2024-05-13T15:56:03+08:00,2024-05-13T15:56:03+08:00,2501
25159,"Lighting, Bulbs & Lamps",,lighting-bulbs-and-lamps,2024-08-08T12:14:09+08:00,2024-08-08T12:14:09+08:00,2501
25158,Security Cameras,,security-cameras,2024-08-08T12:14:00+08:00,2024-08-08T12:14:00+08:00,2501
25157,Doorbells,,doorbells,2024-08-08T12:13:51+08:00,2024-08-08T12:13:51+08:00,2501
25156,Air Dehumidifiers & Purifiers,,air-dehumidifiers-and-purifiers,2024-08-08T12:12:51+08:00,2024-08-08T12:12:51+08:00,2501
25155,Vacuum Cleaners,,vacuum-cleaners-1,2024-08-08T12:12:12+08:00,2024-08-08T12:12:12+08:00,2501
25154,Water Heaters,,water-heaters,2024-08-08T12:12:05+08:00,2024-08-08T12:12:05+08:00,2501
25153,Massagers,,massagers-1,2024-08-08T12:11:57+08:00,2024-08-08T12:11:57+08:00,2501
23815,Irons & Garment Steamers,,irons-and-garment-steamers,2024-05-16T11:22:46+08:00,2024-05-16T11:22:46+08:00,2501
23814,Fans,,fans-1,2024-05-16T11:21:26+08:00,2024-05-16T11:21:26+08:00,2501
23813,Air Coolers & Air Conditioners,,air-cooler-and-air-conditioner,2024-05-16T11:20:08+08:00,2024-05-16T11:20:08+08:00,2501
23753,Dyson clearance sale,,dyson-clearance-sale,2024-05-11T20:27:32+08:00,2024-05-11T20:27:32+08:00,11946
23752,Mytoyshop clearance sale,,mytoyshop-clearance-sale,2024-05-11T20:23:45+08:00,2024-05-11T20:23:45+08:00,11946
23751,Ecovacs clearance sale,,ecovacs-clearance-sale,2024-05-11T20:22:21+08:00,2024-05-11T20:22:21+08:00,11946
23683,May the 4th Be With You,,may-the-4th-be-with-you,2024-05-04T14:31:39+08:00,2024-05-04T14:31:39+08:00,11946
23652,Mother's Day Gifting,,mothers-day-gifting,2024-05-02T15:31:11+08:00,2024-05-02T15:31:11+08:00,11946
23651,Mother's Day Bundle (Ji Mei + Eu Yan Sang),,mothers-day-bundle-ji-mei--eu-yan-sang,2024-05-02T15:28:21+08:00,2024-05-02T15:28:21+08:00,11946
23107,Food cupboard top deals,,food-cupboard-top-deals,2024-04-17T17:40:54+08:00,2024-04-17T17:40:54+08:00,5011
23088,Sony,https://media.nedigital.sg/fairprice/images/afba58df-0349-485e-bf86-f70a99b1375d/Sony%20Tile%20on%20DF%20Page%20%281%29.jpg,sony,2024-04-16T14:00:15+08:00,2024-04-16T14:00:15+08:00,11946
23026,Australia top deals,,australia-top-deals,2024-04-09T15:14:40+08:00,2024-04-09T15:14:40+08:00,5011
23022,Diaper Top deals,,diaper-top-deals,2024-04-09T11:21:22+08:00,2024-04-09T11:21:22+08:00,15622
22947,BWS top deals,,bws-top-deals,2024-04-02T17:05:26+08:00,2024-04-02T17:05:26+08:00,15622
22934,Magnum fantasia,,magnum-fantasia,2024-04-01T17:57:40+08:00,2024-04-01T17:57:40+08:00,16416
22770,Holistic way,https://media.nedigital.sg/fairprice/images/1889cad0-38fb-417d-b76d-6c6270e119f8/OG-Campaign-MSOB2024-HolisticWay-LandingSubBanner-032024.jpg,holistic-way-2,2024-03-14T14:33:23+08:00,2024-03-14T14:33:23+08:00,16416
22687,Dairy top deals,,dairy-top-deals,2024-03-08T16:03:20+08:00,2024-03-08T16:03:20+08:00,16416
22671,Meat & seafood top deals,,meat-and-seafood-top-deals,2024-03-05T10:23:52+08:00,2024-03-05T10:23:52+08:00,16416
22484,Ji Mei CNY Clearance,,ji-mei-cny-clearance,2024-02-19T11:58:40+08:00,2024-02-19T11:58:40+08:00,11946
22442,For Couples,https://media.nedigital.sg/fairprice/images/ea227936-60ae-4038-ae28-c77a5df29932/V-Day-Tiles-For-Couple.jpg,for-couples,2024-02-08T09:36:14+08:00,2024-02-08T09:36:14+08:00,11946
22438,For Her,https://media.nedigital.sg/fairprice/images/df6bec78-42db-4271-82a4-1e4328ca027e/V-Day-Tiles-For-Her.jpg,for-him-3,2024-02-07T11:51:55+08:00,2024-02-07T11:51:55+08:00,11946
22437,For Him,https://media.nedigital.sg/fairprice/images/7f5e78c8-d918-4a0f-85ad-0c55c2933382/V-Day-Tiles-For-Him.jpg,for-him-2,2024-02-07T11:51:53+08:00,2024-02-07T11:51:53+08:00,11946
22424,Bounceback,https://media.nedigital.sg/fairprice/images/25f26ea0-e636-461b-bbce-ed3d1b9a4c81/1.jpg,bounceback-1,2024-02-05T15:06:59+08:00,2024-02-05T15:06:59+08:00,11946
22423,Stryv,https://media.nedigital.sg/fairprice/images/c43a00cf-2847-4d0a-b065-321e3927053d/2.jpg,stryv-1,2024-02-05T15:06:32+08:00,2024-02-05T15:06:32+08:00,11946
22375,V-day flowers,,v-day-flowers,2024-02-01T11:46:42+08:00,2024-02-01T11:46:42+08:00,11946
22345,Samsung Galaxy S24,,samsung-galaxy-s24,2024-01-31T09:30:09+08:00,2024-01-31T09:30:09+08:00,11946
22247,Spring cleaning,,spring-cleaning-3,2024-01-25T11:27:54+08:00,2024-01-25T11:27:54+08:00,11946
22245,Reunion dinner,,reunion-dinner,2024-01-25T10:40:00+08:00,2024-01-25T10:40:00+08:00,11946
22233,Lego,,lego,2024-01-22T17:21:15+08:00,2024-01-22T17:21:15+08:00,11946
22208,Stick vacuum,https://media.nedigital.sg/fairprice/images/407c88ce-79d6-4565-852f-540f7f52c37c/Spring%20Cleaning%20&%20Laundry%20%282%29.png,stick-vacuum,2024-01-19T19:44:13+08:00,2024-01-19T19:44:13+08:00,11946
22207,Kitchen & cookware,https://media.nedigital.sg/fairprice/images/1fc40afe-8f3c-424c-b56e-ec5da1c143bf/Pots.png,kitchenware,2024-01-19T19:23:34+08:00,2024-01-19T19:23:34+08:00,11946
22205,CNY Gift Arrangement,https://media.nedigital.sg/fairprice/images/416e4150-a65f-41af-bae2-afb1327fffe1/CNY%20Gift%20Arrangement.png,cny-gift-arrangement,2024-01-19T15:11:22+08:00,2024-01-19T15:11:22+08:00,11946
22204,Phalaenopsis & Orchids,https://media.nedigital.sg/fairprice/images/0294075d-8eb7-4ecc-9798-8a4ba80cc253/Phalaenopsis%20&%20Orchids.png,phalaenopsis-and-orchids,2024-01-19T15:10:03+08:00,2024-01-19T15:10:03+08:00,11946
22203,Solanum,https://media.nedigital.sg/fairprice/images/57b05d6a-20e3-457d-8478-175a4da3fd55/Solanum.png,solanum,2024-01-19T15:07:12+08:00,2024-01-19T15:07:12+08:00,11946
22202,Bonsai,https://media.nedigital.sg/fairprice/images/9cbbf312-df68-48ab-8c7e-19c5eb2b3fd3/Bonsai.png,bonsai,2024-01-19T15:05:13+08:00,2024-01-19T15:05:13+08:00,11946
21891,Pussy Willow,https://media.nedigital.sg/fairprice/images/0c385bfa-1050-4e70-8255-ecf1f064a1df/Pussy%20Willow.png,pussy-willow,2024-01-13T13:19:58+08:00,2024-01-13T13:19:58+08:00,11946
21890,Prosperity Plants,https://media.nedigital.sg/fairprice/images/2e0f9a2a-d0cf-4d79-9873-096019862e19/Prosperity%20Plants.png,prosperity-plants,2024-01-13T13:19:29+08:00,2024-01-13T13:19:29+08:00,11946
21889,CNY Orange Plant,https://media.nedigital.sg/fairprice/images/a2d4d499-478c-4426-8f9b-a927e84ab152/CNY%20Orange%20Plant.png,cny-orange-plant,2024-01-13T13:19:06+08:00,2024-01-13T13:19:06+08:00,11946
21888,CNY Fresh Flowers,https://media.nedigital.sg/fairprice/images/dc4c5cd4-2c03-4b28-90b7-1235e41e9e4e/CNY%20Flowers.png,cny-fresh-flowers,2024-01-13T13:18:47+08:00,2024-01-13T13:18:47+08:00,11946
21887,Cherry Blossom,https://media.nedigital.sg/fairprice/images/dffa4230-b901-4268-8792-119d22c3ed02/Cherry%20Blossom.png,cherry-blossom,2024-01-13T13:18:26+08:00,2024-01-13T13:18:26+08:00,11946
21886,Bamboo,https://media.nedigital.sg/fairprice/images/e0206bce-2c99-4569-8560-fb84302b54ea/Bamboo.png,bamboo-1,2024-01-13T13:17:57+08:00,2024-01-13T13:17:57+08:00,11946
21823,Spring cleaning,https://media.nedigital.sg/fairprice/images/d5e0b92d-8372-4930-8918-87e2cded34e7/Spring%20Cleaning%20&%20Laundry%20%281%29.png,spring-cleaning-2,2024-01-10T11:47:11+08:00,2024-01-10T11:47:11+08:00,11946
21818,CNY flowers & plants,,cny-flowers-and-plants,2024-01-09T20:54:14+08:00,2024-01-09T20:54:14+08:00,11946
21808,Food storage & containers,https://media.nedigital.sg/fairprice/images/17ea60e7-a265-4716-98eb-d0942054a138/Food%20Storage%20&%20Containers.png,food-storage-and-containers,2024-01-09T00:02:41+08:00,2024-01-09T00:02:41+08:00,11946
21780,Spring cleaning & laundry,https://media.nedigital.sg/fairprice/images/39af5675-856d-4865-a9af-6604d23b397f/Spring%20Cleaning%20&%20Laundry.png,spring-cleaning-and-laundry,2024-01-06T22:07:54+08:00,2024-01-06T22:07:54+08:00,11946
21779,Robot vacuum,https://media.nedigital.sg/fairprice/images/93b298eb-8edf-4e5e-ad69-4c234072a1b8/Gathering%20Essentials%20%28Chairs%20&%20Table%29.png,robot-vacuum,2024-01-06T19:49:54+08:00,2024-01-06T19:49:54+08:00,11946
21778,Waste bins & bags,https://media.nedigital.sg/fairprice/images/3ba0622c-91a7-4480-9ff5-84fc412f67d7/Waste%20Bins%20%282%29.png,waste-bins-and-bags,2024-01-06T19:17:09+08:00,2024-01-06T20:26:42+08:00,11946
21777,"Gifting, hampers & goodies",https://media.nedigital.sg/fairprice/images/f99c1cf9-cc26-4570-825c-acc241c386ed/New%20Moon%20.png,gifting-hampers-and-goodies,2024-01-06T19:03:20+08:00,2024-01-06T19:03:20+08:00,11946
21776,Tableware,https://media.nedigital.sg/fairprice/images/ba51c4bf-b703-49e7-b470-aa42af490193/Kitchen%20&%20Tableware%20%281%29.png,kitchen-and-tableware,2024-01-06T11:53:08+08:00,2024-01-06T21:56:12+08:00,11946
21762,DF Home & Living,,df-home-and-living,2024-01-04T21:32:44+08:00,2024-01-04T21:32:44+08:00,11946
21761,Steamboat appliances,https://media.nedigital.sg/fairprice/images/595c6272-47b7-43e7-874b-2a3d300263d7/1000050648.png,df-steamboat-essentials,2024-01-04T21:24:00+08:00,2024-01-06T18:52:53+08:00,11946
21748,Auspicious plants,https://media.nedigital.sg/fairprice/images/21e2612e-72d0-4708-9644-fd572e5ec37f/6.png,10-off-cny-flowers-and-plants,2024-01-03T22:23:57+08:00,2024-01-03T22:23:57+08:00,11946
21747,Up to 42% off New Moon abalone gift sets,,up-to-42-off-new-moon-abalone-gift-sets,2024-01-03T22:09:41+08:00,2024-01-03T22:09:41+08:00,11946
21654,Smartwatches,,smartwatches,2023-12-28T12:12:15+08:00,2023-12-28T12:12:15+08:00,11946
21561,Smartphones,https://media.nedigital.sg/fairprice/images/ca19c67c-d046-4422-ab59-2fbcfd77be59/phones%20with%20brand.png,smartphones,2023-12-21T15:30:52+08:00,2023-12-21T15:30:52+08:00,11946
21560,ZTE,https://media.nedigital.sg/fairprice/images/a8f26d0f-b11a-45cf-8828-4272920f85cd/DF-Sub-Banner---ZTE.jpg,zte,2023-12-21T14:31:56+08:00,2023-12-21T14:31:56+08:00,11946
21559,Samsung,https://media.nedigital.sg/fairprice/images/3fc1a6e3-dae3-4790-a258-9129f15f767e/DF-Sub-Banner---Samsung.jpg,samsung,2023-12-21T14:29:51+08:00,2023-12-21T14:32:10+08:00,11946
21543,Shokz,https://media.nedigital.sg/fairprice/images/f8fa31c9-2abf-47c2-a60a-93be90bd1c05/SHOKZ.jpg,shokz,2023-12-20T12:10:06+08:00,2023-12-20T12:10:06+08:00,11946
21420,DF Xmas Food,,df-xmas-food,2023-12-12T23:27:27+08:00,2023-12-12T23:27:27+08:00,11946
21411,Kitchen & home appliances,https://media.nedigital.sg/fairprice/images/88b45858-650b-4baf-8385-150b2ee4ba00/Xmas-Category-Home-Appliance.png,kitchen-and-home-appliances,2023-12-11T14:38:40+08:00,2023-12-11T14:38:40+08:00,11946
21410,Electronics,https://media.nedigital.sg/fairprice/images/4af32114-bbf6-4567-a81c-9fe403a6b5db/electronic%20with%20brand.png,electronics-4,2023-12-11T14:37:18+08:00,2023-12-19T14:45:09+08:00,11946
21409,Home & living,https://media.nedigital.sg/fairprice/images/46658285-744b-4db9-8825-827754f10803/home%20and%20living%20with%20brand.png,home-and-living-1,2023-12-11T14:31:42+08:00,2023-12-19T17:41:16+08:00,11946
21398,DF Xmas BWS,,df-xmas-bws,2023-12-08T22:29:24+08:00,2023-12-08T22:29:24+08:00,11946
21355,<$200,,200,2023-12-07T21:39:33+08:00,2023-12-07T21:39:33+08:00,11946
21354,<$50,,50-130,2023-12-07T21:39:05+08:00,2023-12-07T21:39:05+08:00,11946
21353,<$30,,30-77,2023-12-07T21:38:39+08:00,2023-12-07T21:38:39+08:00,11946
21330,Live christmas trees,https://media.nedigital.sg/fairprice/images/bddd07b3-4a0a-4658-aa43-3158d9acf644/tree%20and%20plants%20with%20brand.png,ji-mei-christmas-trees-and-decorations,2023-12-06T22:55:02+08:00,2023-12-19T19:26:15+08:00,11946
21329,12.12 deals,,1212-deals,2023-12-06T22:43:55+08:00,2023-12-06T22:43:55+08:00,11946
21326,Holiday deals on Christmas Confectionary Specials,,holiday-deals-on-christmas-confectionary-specials,2023-12-05T23:53:05+08:00,2023-12-05T23:53:05+08:00,11946
21324,Gifting ideas for the little ones,,gifting-ideas-for-the-little-ones,2023-12-05T23:52:06+08:00,2023-12-05T23:52:06+08:00,11946
